Hybrid Model,Max Depth,Min Samples Split,Criterion,Accuracy,F1-Score,ROC AUC,Precision,Recall
HybridOption.NONE,1,50,f1_gini,0.7864666666666666,0.4952557513149086,0.6771171710042363,0.540460701713423,0.4799385443586826
HybridOption.NONE,1,3,f1_gini,0.7864666666666666,0.4952557513149086,0.6771171710042363,0.540460701713423,0.4799385443586826
HybridOption.NONE,1,25,f1_gini,0.7864666666666666,0.4952557513149086,0.6771171710042363,0.540460701713423,0.4799385443586826
HybridOption.NONE,1,100,f1_gini,0.7864666666666666,0.4952557513149086,0.6771171710042363,0.540460701713423,0.4799385443586826
HybridOption.NONE,1,2,f1_gini,0.7864666666666666,0.4952557513149086,0.6771171710042363,0.540460701713423,0.4799385443586826
HybridOption.NONE,1,10,f1_gini,0.7864666666666666,0.4952557513149086,0.6771171710042363,0.540460701713423,0.4799385443586826
HybridOption.NONE,15,5,f1_proxy_impurity,0.7835000000000001,0.4946517001064605,0.6744228953057179,0.5144355489592087,0.4786590701383827
HybridOption.NONE,15,3,f1_gini,0.7555000000000001,0.4931287312070315,0.6794055109190666,0.461531326462661,0.5420348233644684
HybridOption.NONE,15,5,f1_gini,0.7538666666666666,0.4907932490440937,0.6781573054264719,0.4564576208575991,0.5415043548543633
HybridOption.NONE,15,2,f1_gini,0.7594,0.4905677068320865,0.6776245569543705,0.4684572047694482,0.5299492543985009
HybridOption.NONE,15,2,f1_proxy_impurity,0.7835,0.4905460944797449,0.6715233346269368,0.5150126374028096,0.4705415199727464
HybridOption.SVM,15,25,f1_gini,0.8095333333333334,0.4860782914307663,0.66552261889126,0.602925234713786,0.4073249082576284
HybridOption.SVM,5,25,f1_proxy_impurity,0.8132666666666666,0.4860015842519967,0.6650509940975325,0.6211750488796776,0.3992897631480685
HybridOption.SVM,15,25,f1_proxy_impurity,0.8007,0.4847785612982703,0.6658625780358166,0.5668545164790186,0.4240635412578415
HybridOption.SVM,3,25,f1_proxy_impurity,0.8150333333333333,0.4847314117231898,0.6640762955589637,0.6321303544030097,0.393368506330187
HybridOption.SVM,3,2,f1_proxy_impurity,0.8158,0.4844644795602795,0.663853937248821,0.6363878620520085,0.3913864743053038
HybridOption.SVM,3,3,f1_proxy_impurity,0.8157,0.4842386910352267,0.6637359746300022,0.6360060785055495,0.3912362113451235
HybridOption.SVM,3,5,f1_proxy_impurity,0.8157666666666668,0.4841295001701204,0.6636701441457682,0.6364590666936004,0.3909333995010045
HybridOption.NONE,7,3,f1_weighted_gini,0.8176666666666665,0.483722774734161,0.6633422352562371,0.6472075266149131,0.3865547703319948
HybridOption.SVM,3,10,f1_proxy_impurity,0.8154999999999999,0.4833914995815179,0.6632828158182719,0.6356047510716458,0.3903299487568554
HybridOption.SVM,10,25,f1_gini,0.8138333333333334,0.4831664270846718,0.6633190069104563,0.6263128717525429,0.3933822029694528
HybridOption.NONE,7,2,f1_weighted_gini,0.8176,0.4831570218553852,0.6630353007183019,0.647296251997994,0.3858140387231921
HybridOption.SVM,5,3,f1_proxy_impurity,0.8131333333333334,0.4826196355649031,0.663125427481121,0.6226585784685735,0.3941519274310517
HybridOption.NONE,7,5,f1_weighted_gini,0.8176,0.4823844997504983,0.6625927832025595,0.6478964492132866,0.3845911655665339
HybridOption.SVM,5,2,f1_proxy_impurity,0.8130666666666666,0.4822090605286014,0.6629049658492001,0.6224683394932928,0.39366860253094
HybridOption.NONE,7,10,f1_weighted_gini,0.8178999999999998,0.4819486772863873,0.662303639757204,0.6500036694108244,0.3832424937128552
HybridOption.SVM,5,10,f1_proxy_impurity,0.8124,0.4818560763327729,0.6627921202512825,0.6190668424693517,0.3945608978462595
HybridOption.NONE,10,3,f1_weighted_gini,0.8075333333333333,0.4811425196901097,0.6629796503939378,0.5969065119389925,0.4037363013534288
HybridOption.NONE,10,2,f1_weighted_gini,0.8088666666666666,0.4810695210627042,0.6627930073834316,0.6032116478538814,0.4008388656180017
HybridOption.SVM,5,5,f1_proxy_impurity,0.8128333333333334,0.4810193325088651,0.6622643712937616,0.6219430182255578,0.3923015639605711
HybridOption.SVM,3,100,f1_proxy_impurity,0.8138,0.4805412014549065,0.6618461180915393,0.6281092028159643,0.3893906423857137
HybridOption.SVM,3,50,f1_proxy_impurity,0.8138,0.4805087128103483,0.6618350110455891,0.6280939596826534,0.3893635810442918
HybridOption.NONE,5,50,f1_weighted_gini,0.8205,0.480010697128162,0.6608661416855733,0.6682039232681855,0.3745896306691025
HybridOption.SVM,10,10,f1_gini,0.8086666666666666,0.4784125118841669,0.6614485632784514,0.6027796110521966,0.3972280642157966
HybridOption.NONE,5,2,f1_weighted_gini,0.8194666666666667,0.4783989797873081,0.6601142731586052,0.6629933210861755,0.3743643085682206
HybridOption.NONE,5,3,f1_weighted_gini,0.8194333333333332,0.4783546101678017,0.6600931790562232,0.6628034420907906,0.3743644215478899
HybridOption.NONE,5,10,f1_weighted_gini,0.8197333333333333,0.4782035446727405,0.6599873383015054,0.6648905934296406,0.3735090393325119
HybridOption.NONE,7,25,f1_weighted_gini,0.8165333333333333,0.4771867920962283,0.6597920980897515,0.6462730221571606,0.3786833765873127
HybridOption.NONE,5,5,f1_weighted_gini,0.8193999999999999,0.4771157359831937,0.6594402504188748,0.6635968372118921,0.3725864393590942
HybridOption.NONE,7,50,f1_weighted_gini,0.8180333333333334,0.4767815628780269,0.6594071603192134,0.6555723975342754,0.3749209044935093
HybridOption.NONE,3,50,gini_impurity,0.8205,0.4760836234657261,0.6587818880497347,0.6721792984179625,0.3687532677558069
HybridOption.SVM,7,25,f1_gini,0.8154333333333333,0.4758333976373684,0.6591478026613113,0.6408895513776405,0.3788154962697811
HybridOption.NONE,3,25,gini_impurity,0.8204333333333332,0.4756961127499397,0.6585877526855748,0.6721255221851231,0.3683216130795479
HybridOption.NONE,3,3,gini_impurity,0.8204333333333332,0.4754867786027459,0.658478100979238,0.6723148937083802,0.3680169672303476
HybridOption.NONE,3,10,gini_impurity,0.8204333333333332,0.4754867786027459,0.658478100979238,0.6723148937083802,0.3680169672303476
HybridOption.NONE,3,2,gini_impurity,0.8204333333333332,0.4754867786027459,0.658478100979238,0.6723148937083802,0.3680169672303476
HybridOption.NONE,3,5,gini_impurity,0.8204333333333332,0.4754867786027459,0.658478100979238,0.6723148937083802,0.3680169672303476
HybridOption.NONE,3,50,f1_weighted_gini,0.8203666666666667,0.4752965124092755,0.6583735867826485,0.6720092859939777,0.3678510121167092
HybridOption.NONE,3,50,entropy,0.8203666666666667,0.4752965124092755,0.6583735867826485,0.6720092859939777,0.3678510121167092
HybridOption.SVM,10,3,f1_gini,0.808,0.4751942879738765,0.6598023339584935,0.6016313093838941,0.3937548695448426
HybridOption.SVM,3,3,f1_gini,0.819,0.4751936495604618,0.6584915899562358,0.6638444816622544,0.3705512683599276
HybridOption.SVM,3,2,f1_gini,0.819,0.4751936495604618,0.6584915899562358,0.6638444816622544,0.3705512683599276
HybridOption.SVM,3,5,f1_gini,0.819,0.4751936495604618,0.6584915899562358,0.6638444816622544,0.3705512683599276
HybridOption.SVM,7,10,f1_gini,0.8137333333333332,0.475144341069136,0.6590475636408654,0.6315605482225257,0.381520440188561
HybridOption.SVM,7,2,f1_gini,0.8144666666666668,0.4751161092923215,0.6590383940045191,0.6358838951968819,0.3801163275684524
HybridOption.SVM,3,10,f1_gini,0.8190666666666667,0.4750907266380936,0.658424717656767,0.6643950989600685,0.3702476383210286
HybridOption.SVM,10,2,f1_gini,0.8093333333333333,0.4750044037906725,0.659643755779384,0.6085909809372317,0.3909043394320502
HybridOption.SVM,7,3,f1_gini,0.8140666666666666,0.4747192649773712,0.6588140578592562,0.6336073509797966,0.3802296774286912
HybridOption.SVM,7,5,f1_gini,0.8143,0.4747134440691769,0.6588040079883853,0.6349653489280905,0.3797787487906993
HybridOption.NONE,3,25,f1_weighted_gini,0.8202,0.4742637871209308,0.657846338121327,0.6718720957943035,0.3666674777412021
HybridOption.NONE,3,25,entropy,0.8202,0.4742637871209308,0.657846338121327,0.6718720957943035,0.3666674777412021
HybridOption.SVM,15,10,f1_gini,0.7926333333333333,0.4742617228000694,0.6603425818709081,0.5401553809030846,0.4230461917438698
HybridOption.NONE,3,100,entropy,0.8206333333333333,0.4741618036347894,0.6577563307371047,0.6747482711091238,0.3656792129338881
HybridOption.NONE,3,100,f1_weighted_gini,0.8206333333333333,0.4741618036347894,0.6577563307371047,0.6747482711091238,0.3656792129338881
HybridOption.SVM,15,10,f1_proxy_impurity,0.7979333333333333,0.4740938065211114,0.6597712292903652,0.5601569645783446,0.4119263383539199
HybridOption.NONE,3,3,f1_weighted_gini,0.8202,0.474054452973737,0.6577366864149902,0.6720614673175608,0.3663628318920017
HybridOption.NONE,3,2,entropy,0.8202,0.474054452973737,0.6577366864149902,0.6720614673175608,0.3663628318920017
HybridOption.NONE,3,2,f1_weighted_gini,0.8202,0.474054452973737,0.6577366864149902,0.6720614673175608,0.3663628318920017
HybridOption.NONE,3,3,entropy,0.8202,0.474054452973737,0.6577366864149902,0.6720614673175608,0.3663628318920017
HybridOption.NONE,3,5,entropy,0.8202,0.474054452973737,0.6577366864149902,0.6720614673175608,0.3663628318920017
HybridOption.NONE,3,5,f1_weighted_gini,0.8202,0.474054452973737,0.6577366864149902,0.6720614673175608,0.3663628318920017
HybridOption.NONE,3,10,f1_weighted_gini,0.8202,0.474054452973737,0.6577366864149902,0.6720614673175608,0.3663628318920017
HybridOption.NONE,3,10,entropy,0.8202,0.474054452973737,0.6577366864149902,0.6720614673175608,0.3663628318920017
HybridOption.NONE,3,100,gini_impurity,0.8206,0.4740146070604552,0.6576811427671799,0.6746589174340402,0.3655288369940385
HybridOption.SVM,7,2,f1_proxy_impurity,0.8093333333333333,0.4739521798999981,0.6586322872914292,0.6085719936669116,0.3884108953849455
HybridOption.SVM,7,25,f1_proxy_impurity,0.8081666666666667,0.4739309834370514,0.6587332658324682,0.6023832152833356,0.390817246625076
HybridOption.SVM,10,5,f1_gini,0.8078333333333333,0.4737019463918558,0.6590105716907004,0.6013128618543196,0.3918252145249584
HybridOption.SVM,5,3,f1_gini,0.8173999999999999,0.4735392548620526,0.6578839934713157,0.6549265343503528,0.3716387913061556
HybridOption.SVM,5,5,f1_gini,0.8173666666666666,0.473498474799445,0.6578580625151619,0.6547782561380233,0.3716302402939725
HybridOption.SVM,5,50,f1_gini,0.8159333333333333,0.4734813638600183,0.657861936231963,0.6461654813883376,0.3742505549090053
HybridOption.SVM,7,5,f1_proxy_impurity,0.8090333333333334,0.4734802093031097,0.6584314909276192,0.6072270468824493,0.3883971862702505
HybridOption.SVM,3,25,f1_gini,0.8189,0.4734641219325551,0.6575746749588098,0.6647280823897828,0.3682094541180475
HybridOption.SVM,5,2,f1_gini,0.8173999999999999,0.4734426841056768,0.6578302187776222,0.6550066159819515,0.371488415366306
HybridOption.SVM,7,3,f1_weighted_gini,0.8166,0.4732917380086466,0.6577643042530336,0.648873658418154,0.3729740351482972
HybridOption.SVM,7,3,f1_proxy_impurity,0.8093,0.473099302733255,0.658168090463696,0.6089659844939614,0.3871814503997697
HybridOption.KNN,15,25,f1_proxy_impurity,0.7918333333333333,0.4730424842197512,0.6597345208451204,0.5382676648568682,0.4227862101112096
HybridOption.SVM,7,2,f1_weighted_gini,0.8168,0.4728808425067285,0.6575184028818144,0.6504895039079732,0.3719286576902941
HybridOption.NONE,5,25,f1_weighted_gini,0.8193999999999999,0.4727303089302562,0.6571194351494141,0.6672209785401857,0.3661034124659931
HybridOption.NONE,10,10,f1_weighted_gini,0.8097000000000001,0.4727060246111371,0.6581415595381889,0.6114499680254213,0.3862421964956122
HybridOption.SVM,7,10,f1_proxy_impurity,0.8084666666666667,0.4726673826354906,0.6580110264971655,0.6048905787263207,0.3882426335502133
HybridOption.SVM,10,10,f1_proxy_impurity,0.8033666666666666,0.4725367312496242,0.6583406855401831,0.5824387564520637,0.3982597073768176
HybridOption.NONE,15,100,gini_impurity,0.8186666666666665,0.4722819862127431,0.656956918861339,0.6636978772862524,0.3669483662721022
HybridOption.NONE,10,100,gini_impurity,0.8186666666666665,0.4722819862127431,0.656956918861339,0.6636978772862524,0.3669483662721022
HybridOption.NONE,10,5,f1_weighted_gini,0.8065,0.4722636363721703,0.6581063968711126,0.5964286341764572,0.3918875643880829
HybridOption.SVM,5,10,f1_gini,0.8169333333333334,0.4722355188121086,0.6571814821332437,0.6532699182454285,0.3705366341036273
HybridOption.NONE,15,100,entropy,0.8183666666666667,0.4721249945445416,0.6569065947295172,0.6621477307395031,0.3673644194112015
HybridOption.NONE,10,100,entropy,0.8183666666666667,0.4721249945445416,0.6569065947295172,0.6621477307395031,0.3673644194112015
HybridOption.NONE,10,50,f1_weighted_gini,0.8155333333333333,0.4720296020391134,0.6570653597340141,0.6434364186050492,0.3729382328370987
HybridOption.SVM,7,5,f1_weighted_gini,0.8165333333333333,0.4719045244390477,0.657015208564194,0.6495974962477964,0.3710104303828362
HybridOption.SVM,3,50,f1_gini,0.8181333333333335,0.4717697570243971,0.6567509421077609,0.6610572647311576,0.3672354357035723
HybridOption.SVM,5,25,f1_gini,0.818,0.4712513452029875,0.6565361718397499,0.6598706396651579,0.3669079680130283
HybridOption.NONE,7,100,gini_impurity,0.8189333333333334,0.4712302339053768,0.6563753793594794,0.6660200456651156,0.3648431031142075
HybridOption.NONE,7,10,gini_impurity,0.8181999999999998,0.4711226910260906,0.6564002398003378,0.6603461225916101,0.3663127021396716
HybridOption.NONE,7,100,entropy,0.8186333333333333,0.4710762251439312,0.6563250552276576,0.6644712255521814,0.3652591562533068
HybridOption.SVM,7,50,f1_gini,0.8141666666666667,0.4709718293643918,0.6567408899153098,0.6371060556627572,0.3742372759613273
HybridOption.NONE,7,100,logistic_regression_impurity,0.8133666666666667,0.470678334180334,0.6571831832224949,0.644277865288083,0.3771213178137045
HybridOption.SVM,3,100,f1_gini,0.8179000000000001,0.4706578339317683,0.6562030713798943,0.6600961780585768,0.3661414665329092
HybridOption.NONE,15,100,f1_weighted_gini,0.8184000000000001,0.4703463154913803,0.6560022609191857,0.6638469377006202,0.3647811671687117
HybridOption.NONE,10,100,f1_weighted_gini,0.8184000000000001,0.4703463154913803,0.6560022609191857,0.6638469377006202,0.3647811671687117
HybridOption.NONE,7,100,f1_weighted_gini,0.8184000000000001,0.4703463154913803,0.6560022609191857,0.6638469377006202,0.3647811671687117
HybridOption.SVM,7,5,entropy,0.8174333333333333,0.4703449387746053,0.6559999412386224,0.6570443443668227,0.3666470358704116
HybridOption.NONE,10,50,logistic_regression_impurity,0.8139000000000001,0.4703202023174997,0.6567295083972423,0.645047778840157,0.3749387012099377
HybridOption.SVM,7,3,entropy,0.8172666666666666,0.4701231986400063,0.6559024213759552,0.6559595359166115,0.3666609207965702
HybridOption.SVM,7,10,f1_weighted_gini,0.8171333333333333,0.4701057814946699,0.6559528621336159,0.6547238120904562,0.3669600727887195
HybridOption.NONE,5,10,gini_impurity,0.8211333333333334,0.4697272010131721,0.6554722526601282,0.6826452741618991,0.3585621399009587
HybridOption.NONE,5,2,gini_impurity,0.8209,0.4692561245433178,0.6552584210342182,0.681327931440362,0.3583915593842401
HybridOption.SVM,7,5,gini_impurity,0.8166333333333334,0.4691420750319979,0.6554880564019103,0.6525790390388332,0.3664877334632194
HybridOption.SVM,7,2,entropy,0.8172333333333335,0.4691182936017228,0.6553579829267415,0.6568676538163915,0.3651897296165597
HybridOption.NONE,5,3,gini_impurity,0.8208666666666666,0.4691094288505787,0.6551832073007623,0.6812470844004571,0.3582412964240598
HybridOption.SVM,1,3,f1_gini,0.8183333333333334,0.4690432162495838,0.6554995738712932,0.6658396940718615,0.3632699071540727
HybridOption.SVM,1,100,f1_gini,0.8183333333333334,0.4690432162495838,0.6554995738712932,0.6658396940718615,0.3632699071540727
HybridOption.SVM,1,50,f1_gini,0.8183333333333334,0.4690432162495838,0.6554995738712932,0.6658396940718615,0.3632699071540727
HybridOption.SVM,1,25,f1_gini,0.8183333333333334,0.4690432162495838,0.6554995738712932,0.6658396940718615,0.3632699071540727
HybridOption.SVM,1,10,f1_gini,0.8183333333333334,0.4690432162495838,0.6554995738712932,0.6658396940718615,0.3632699071540727
HybridOption.SVM,1,5,f1_gini,0.8183333333333334,0.4690432162495838,0.6554995738712932,0.6658396940718615,0.3632699071540727
HybridOption.SVM,1,2,f1_gini,0.8183333333333334,0.4690432162495838,0.6554995738712932,0.6658396940718615,0.3632699071540727
HybridOption.SVM,7,100,entropy,0.8167666666666668,0.4690223578611983,0.6553501817999637,0.6536973632589045,0.3659218897438588
HybridOption.NONE,5,5,gini_impurity,0.8208666666666667,0.4690077716925925,0.6551332126715118,0.6812284267282688,0.3580974115319734
HybridOption.SVM,7,2,gini_impurity,0.8168333333333333,0.4689625272972869,0.6553829380392011,0.6538800163485389,0.3658496009806015
HybridOption.NONE,5,100,f1_weighted_gini,0.8203333333333334,0.4689151593717188,0.6550868781519064,0.6779356491863066,0.3586531852290721
HybridOption.SVM,7,10,gini_impurity,0.8170666666666667,0.4688385765067379,0.6552808460112365,0.6555579080352015,0.3651860113472064
HybridOption.SVM,7,3,gini_impurity,0.8168333333333333,0.4687907988985778,0.6552847203499711,0.654160229484446,0.365568800940651
HybridOption.SVM,7,100,gini_impurity,0.8171333333333333,0.4687252803995213,0.6551680348356432,0.6566213188928133,0.3647489985438696
HybridOption.NONE,15,50,f1_weighted_gini,0.8146333333333333,0.468691632937336,0.6553699654060062,0.6402908615593665,0.3698013335348108
HybridOption.SVM,7,10,entropy,0.8170333333333334,0.468610982407697,0.6551790091717018,0.6557715077421893,0.3650472533130419
HybridOption.SVM,10,3,f1_weighted_gini,0.8059333333333335,0.468337774401478,0.6557857171772387,0.5949783885402853,0.3865259930507884
